UI_20150317_000001	{@st41b}Lerne Attribute{nl}von den Meistern der jeweiligen Klasse.{/}
UI_20150317_000002	{@st43}Attributsliste {/}
UI_20150317_000003	{@st59}Schließen{/}
UI_20150317_000004	{@st43}Attribute lernen{/}
UI_20150317_000005	{@st59}Schließen{/}
UI_20150317_000006	{@st41b}Silber{/}
UI_20150317_000007	Eigene Erfolge
UI_20150317_000008	Serverrangliste
UI_20150317_000009	{@st59}Es ist ein unerwartetes Event verfügbar.{/}
UI_20150317_000010	{@st59}Es gibt eine neue Hilfenachricht.{/}
UI_20150317_000011	{@st41}Möchtest du wirklich diese Art von Pfeil herstellen?{/}
UI_20150317_000012	{@st41b}Einmal{/}
UI_20150317_000013	{@st41b}Alle{/}
UI_20150317_000014	{@st41b}Pause{/}
UI_20150317_000015	{@st43}Abenteuernotizbuch{/}
UI_20150317_000016	{@st43}Auktionshaus{/}
UI_20150317_000017	{@st59}Schließen{/}
UI_20150317_000018	{@st41b}Verkaufte Gegenstände: ×%s; nicht verkaufte Gegenstände: ×%s{/}
UI_20150317_000019	{@st43}{s22}Gegenstandsauktion{/}
UI_20150317_000020	{@st59}Schließen{/}
UI_20150317_000021	Avalest
UI_20150317_000022	{@st41b}Verbleibende Zeit
UI_20150317_000023	3 Stunden, 16 Minuten
UI_20150317_000024	{@st41b}Startpreis
UI_20150317_000025	{@st41b}Gebote
UI_20150317_000026	{@st41b}Aktueller Preis
UI_20150317_000027	{@st41b}Gebotspreis
UI_20150317_000028	{@st41b}Mindestgebotspreis: {@st57}%s{@st41b} Silber{/}
UI_20150317_000029	{@st41b}Bieten{/}
UI_20150317_000030	{@st43b}Jetzt kaufen!{nl}{img icon_item_silver 20 20}{@st57}%s{/}
UI_20150317_000031	{@st44}Berechtigungseinstellungen{/}
UI_20150317_000032	{@st45}Name: %s{/}
UI_20150317_000033	{@st45}Gruppenlager{/}
UI_20150317_000034	{@st49}Keines
UI_20150317_000035	{@st49}Lagern
UI_20150317_000036	{@st49}Abholen
UI_20150317_000037	{@st45}Umfrage{/}
UI_20150317_000038	{@st49}Erstellen
UI_20150317_000039	{@st49}Löschen
UI_20150317_000040	{@st44}Speichern{/}
UI_20150317_000041	{@st44}Abbrechen{/}
UI_20150317_000042	{@st43}{s22}Frisurenladen{/}
UI_20150317_000043	{@st59}Vorherige Frisur{/}
UI_20150317_000044	{@st59}Nächste Frisur{/}
